"CustomerID","Title","CreditCardType","Occupation","Gender","Age","Location","MotorInsurance","MotorValue","MotorType","HealthInsurance","HealthType","HealthDependentsAdults","HealthDependentsKids","TravelInsurance","TravelType","PrefChannel","CardHolder","Married","AgeBuckets","MotorValueBuckets","MotorFlag","MotorLevel","HealthFlag","HealthLevel","TravelFlag","TravelLevel","Instances","customerValue","SalaryIndicator","FamilyIndicator","cluster"
4699,"Mr.","AMEX","Cardiac sonographer","male",25,"Urban","Yes",25927,"Bundle","Yes","Level1","0","0","No","0","Email","Yes","No","<=35","medium",1,2,1,1,0,0,2,3,"low","single",2
4701,"Ms.","No Card","Motorboat mechanic","female",49,"Urban","Yes",38256,"Single","Yes","Level2","0","3","No","0","Phone","No","No","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
4702,"Ms.","Visa","Armored car guard","female",54,"Urban","Yes",15419,"Single","Yes","Level1","1","2","No","0","Email","Yes","No",">50","medium",1,2,1,1,0,0,2,3,"low","Big family",1
4703,"Mrs.","Visa","Bench jeweler","female",19,"Urban","Yes",5232,"Bundle","No","0","No HI","No HI","No","0","Email","Yes","Yes","<=35","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",2
4705,"Mr.","No Card","Tool sharpener","male",52,"Rural","Yes",15365,"Single","No","0","No HI","No HI","Yes","Standard","Phone","No","No",">50","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",1
4706,"Mr.","AMEX","Postsecondary career-technical teacher","male",63,"Urban","Yes",35919,"Single","No","0","No HI","No HI","Yes","Senior","Phone","Yes","No",">50","high",1,3,0,0,1,2,2,5,"med","No Health Insurance",3
4707,"Mrs.","Visa","Office administrative assistant","female",50,"Urban","Yes",30465,"Single","Yes","Level2","1","2","Yes","Business","Email","Yes","Yes","36-50","medium",1,2,1,2,1,3,3,7,"high","Big family",3
4708,"Mrs.","AMEX",NA,"female",18,"Rural","Yes",25524,"Bundle","Yes","Level1","0","0","Yes","Business","Email","Yes","Yes","<=35","medium",1,2,1,1,1,3,3,6,"med","single",2
4709,"Mrs.","Visa","Fence erector","female",20,"Rural","Yes",28932,"Bundle","Yes","Level1","1","0","Yes","Backpacker","Email","Yes","Yes","<=35","medium",1,2,1,1,1,1,3,4,"med","nuclear family",2
4710,"Mr.","AMEX","Human service worker","male",71,"Rural","Yes",23036,"Single","Yes","Level2","0","0","No","0","Phone","Yes","No",">50","medium",1,2,1,2,0,0,2,4,"med","single",3
4711,"Mrs.","AMEX",NA,"female",48,"Urban","Yes",29264,"Single","Yes","Level1","0","3","Yes","Senior","Email","Yes","Yes","36-50","medium",1,2,1,1,1,2,3,5,"med","Big family",3
4715,"Mr.","AMEX","Brokerage sales assistant","male",70,"Rural","Yes",25518,"Single","Yes","Level1","1","0","No","0","Email","Yes","No",">50","medium",1,2,1,1,0,0,2,3,"low","nuclear family",3
4717,"Ms.","AMEX",NA,"female",47,"Rural","Yes",12506,"Single","Yes","Level1","1","3","Yes","Standard","Phone","Yes","No","36-50","low",1,1,1,1,1,2,3,4,"med","Big family",1
4718,"Mr.","AMEX",NA,"male",20,"Urban","Yes",32309,"Bundle","No","0","No HI","No HI","Yes","Business","Phone","Yes","No","<=35","high",1,3,0,0,1,3,2,6,"med","No Health Insurance",2
4719,"Mrs.","AMEX",NA,"female",21,"Rural","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Premium","Email","Yes","Yes","<=35","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",2
4720,"Mr.","AMEX","Control room trainee","male",70,"Rural","Yes",31727,"Bundle","Yes","Level3","1","0","Yes","Standard","Phone","Yes","No",">50","medium",1,2,1,3,1,2,3,7,"high","nuclear family",3
4721,"Ms.","Visa","Ophthalmic medical assistant","female",22,"Rural","Yes",29307,"Bundle","No","0","No HI","No HI","No","0","Email","Yes","No","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
4722,"Mrs.","Visa","Cost consultant","female",49,"Urban","No",NA,"No MotorInsurance","Yes","Level3","2","3","Yes","Premium","Phone","Yes","Yes","36-50","0",0,0,1,3,1,3,2,6,"med","Big family",1
4723,"Mrs.","Visa","Drilling and boring machine tool setter","female",49,"Urban","Yes",10375,"Single","Yes","Level2","1","3","No","0","Phone","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
4725,"Mr.","Visa",NA,"male",66,"Rural","Yes",26730,"Bundle","Yes","Level3","0","0","Yes","Senior","Phone","Yes","No",">50","medium",1,2,1,3,1,2,3,7,"high","single",3
4726,"Dr.","No Card","Hand packager","female",20,"Rural","Yes",26227,"Bundle","No","0","No HI","No HI","Yes","Premium","SMS","No","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
4727,"Mr.","AMEX","Education administrator","male",69,"Urban","Yes",25654,"Bundle","Yes","Level3","1","0","Yes","Standard","Phone","Yes","No",">50","medium",1,2,1,3,1,2,3,7,"high","nuclear family",3
4728,"Mr.","Visa",NA,"male",47,"Rural","Yes",30954,"Single","Yes","Level3","1","2","Yes","Standard","Phone","Yes","Yes","36-50","medium",1,2,1,3,1,2,3,7,"high","Big family",3
4729,"Mr.","Visa","Poultry cutter","male",47,"Rural","Yes",10805,"Single","Yes","Level2","1","2","No","0","Email","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
4731,"Ms.","AMEX",NA,"female",51,"Rural","Yes",19064,"Single","Yes","Level2","0","2","Yes","Business","SMS","Yes","No",">50","medium",1,2,1,2,1,3,3,7,"high","nuclear family",1
4732,"Ms.","AMEX","Tow truck dispatcher","female",18,"Urban","Yes",23216,"Bundle","No","0","No HI","No HI","Yes","Premium","Email","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
4733,"Mr.","Visa","Dressing room attendant","male",48,"Rural","Yes",12743,"Single","Yes","Level1","1","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,1,0,0,2,2,"low","Big family",1
4734,"Ms.","Visa",NA,"female",22,"Rural","Yes",5251,"Bundle","No","0","No HI","No HI","No","0","SMS","Yes","No","<=35","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",2
4735,"Ms.","Visa",NA,"female",50,"Urban","Yes",15230,"Single","Yes","Level2","1","3","No","0","Phone","Yes","No","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
4736,"Mr.","Visa","Head hunter","male",73,"Rural","Yes",20108,"Single","Yes","Level1","1","0","Yes","Senior","Phone","Yes","No",">50","medium",1,2,1,1,1,2,3,5,"med","nuclear family",1
4738,"Mr.","Visa","Health physicist","male",48,"Urban","Yes",16463,"Single","No","0","No HI","No HI","No","0","Email","Yes","No","36-50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",1
4739,"Mr.","Visa",NA,"male",45,"Rural","Yes",12488,"Single","Yes","Level2","1","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
4740,"Mrs.","Visa",NA,"female",66,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","Phone","Yes","Yes",">50","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",1
4741,"Mrs.","AMEX","Map editor","female",20,"Urban","Yes",5126,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","Yes","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
4742,"Mrs.","No Card",NA,"female",22,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Standard","SMS","No","Yes","<=35","0",0,0,0,0,1,2,1,2,"low","No Health Insurance",2
4743,"Mr.","Visa","Computer training specialist","male",23,"Rural","Yes",25261,"Bundle","No","0","No HI","No HI","Yes","Business","Email","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
4744,"Mrs.","AMEX","Time clerk","female",49,"Rural","Yes",17151,"Single","Yes","Level2","0","2","No","0","SMS","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","nuclear family",1
4745,"Mr.","Visa","Social work planner","male",47,"Urban","Yes",38256,"Single","Yes","Level1","1","3","Yes","Business","Phone","Yes","Yes","36-50","high",1,3,1,1,1,3,3,7,"high","Big family",3
4746,"Ms.","No Card","Bindery machine tender","female",49,"Urban","Yes",33027,"Single","Yes","Level3","0","2","Yes","Business","Email","No","No","36-50","high",1,3,1,3,1,3,3,9,"high","nuclear family",3
4747,"Mr.","AMEX","Food processing occupation","male",22,"Rural","Yes",22976,"Bundle","Yes","Level1","0","0","No","0","Phone","Yes","No","<=35","medium",1,2,1,1,0,0,2,3,"low","single",2
4749,"Mr.","Visa","Agricultural inspector","male",18,"Urban","Yes",19338,"Bundle","Yes","Level1","0","0","Yes","Premium","Email","Yes","No","<=35","medium",1,2,1,1,1,3,3,6,"med","single",2
4750,"Dr.","No Card","Credentials specialist","female",44,"Rural","Yes",38256,"Single","No","0","No HI","No HI","No","0","Phone","No","No","36-50","high",1,3,0,0,0,0,1,3,"low","No Health Insurance",3
4751,"Ms.","Visa","Athletic training instructor","female",50,"Rural","Yes",11620,"Single","No","0","No HI","No HI","No","0","Phone","Yes","No","36-50","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",1
4752,"Mrs.","Visa",NA,"female",50,"Rural","Yes",11272,"Single","Yes","Level1","1","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,1,0,0,2,2,"low","Big family",1
4753,"Mr.","Visa","Anthropologist","male",46,"Urban","Yes",36257,"Single","No","0","No HI","No HI","Yes","Standard","Email","Yes","No","36-50","high",1,3,0,0,1,2,2,5,"med","No Health Insurance",3
4754,"Dr.","AMEX","Tilesetter","female",18,"Urban","Yes",28583,"Bundle","Yes","Level1","0","0","No","0","Phone","Yes","No","<=35","medium",1,2,1,1,0,0,2,3,"low","single",2
4755,"Mr.","AMEX","Order clerk","male",21,"Rural","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
4757,"Mr.","AMEX","Chiropractic doctor","male",47,"Urban","No",NA,"No MotorInsurance","Yes","Level1","1","2","No","0","Phone","Yes","Yes","36-50","0",0,0,1,1,0,0,1,1,"low","Big family",1
4759,"Mrs.","AMEX",NA,"female",54,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","Phone","Yes","Yes",">50","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",1
4760,"Mrs.","Visa",NA,"female",18,"Urban","Yes",29435,"Bundle","No","0","No HI","No HI","Yes","Premium","Email","Yes","Yes","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
4761,"Mr.","Visa","Copy writer","male",46,"Urban","Yes",28378,"Bundle","No","0","No HI","No HI","Yes","Senior","SMS","Yes","No","36-50","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",3
4762,"Mrs.","No Card",NA,"female",19,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","SMS","No","Yes","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
4763,"Mr.","Visa","Parole officer","male",23,"Rural","Yes",24305,"Bundle","Yes","Level2","1","0","No","0","Email","Yes","No","<=35","medium",1,2,1,2,0,0,2,4,"med","nuclear family",2
4765,"Mr.","AMEX","Musician","male",48,"Rural","Yes",9992,"Single","Yes","Level3","2","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,3,0,0,2,4,"med","Big family",1
4767,"Mr.","Visa","Optical goods worker","male",47,"Urban","No",NA,"No MotorInsurance","Yes","Level2","1","3","Yes","Business","Email","Yes","Yes","36-50","0",0,0,1,2,1,3,2,5,"med","Big family",1
4768,"Mr.","Visa","Teller","male",21,"Rural","Yes",4975,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
4769,"Mr.","AMEX","Credit clerk","male",44,"Rural","No",NA,"No MotorInsurance","Yes","Level3","1","3","Yes","Business","Email","Yes","Yes","36-50","0",0,0,1,3,1,3,2,6,"med","Big family",1
4770,"Mrs.","Visa",NA,"female",48,"Urban","Yes",38204,"Bundle","Yes","Level3","1","3","No","0","Email","Yes","Yes","36-50","high",1,3,1,3,0,0,2,6,"med","Big family",3
4772,"Mr.","Visa","Billing and posting clerk","male",50,"Rural","No",NA,"No MotorInsurance","Yes","Level2","0","2","No","0","Phone","Yes","Yes","36-50","0",0,0,1,2,0,0,1,2,"low","nuclear family",1
4773,"Mr.","Visa","Employment interviewer","male",46,"Urban","Yes",30444,"Single","Yes","Level2","0","2","No","0","Phone","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","nuclear family",3
4774,"Mr.","AMEX","Hand typesetter","male",50,"Rural","Yes",32332,"Single","Yes","Level3","1","3","No","0","Phone","Yes","Yes","36-50","high",1,3,1,3,0,0,2,6,"med","Big family",3
4775,"Ms.","No Card","Abdominal sonographer","female",51,"Urban","Yes",35042,"Single","Yes","Level2","1","3","Yes","Standard","Email","No","No",">50","high",1,3,1,2,1,2,3,7,"high","Big family",3
4776,"Mr.","No Card","Biological technician","male",46,"Urban","Yes",28311,"Single","Yes","Level1","1","3","Yes","Business","Email","No","Yes","36-50","medium",1,2,1,1,1,3,3,6,"med","Big family",3
4777,"Mr.","AMEX","Floor installer","male",45,"Urban","Yes",34820,"Single","No","0","No HI","No HI","Yes","Standard","Email","Yes","No","36-50","high",1,3,0,0,1,2,2,5,"med","No Health Insurance",3
4778,"Ms.","No Card","Engraver set-up operator","female",40,"Urban","Yes",36894,"Single","Yes","Level3","1","2","Yes","Business","Email","No","No","36-50","high",1,3,1,3,1,3,3,9,"high","Big family",3
4779,"Ms.","Visa","Data processor","female",20,"Urban","Yes",5144,"Bundle","No","0","No HI","No HI","Yes","Premium","SMS","Yes","No","<=35","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",2
4780,"Mr.","AMEX",NA,"male",48,"Urban","Yes",33104,"Single","No","0","No HI","No HI","No","0","SMS","Yes","No","36-50","high",1,3,0,0,0,0,1,3,"low","No Health Insurance",3
4781,"Ms.","AMEX",NA,"female",48,"Rural","Yes",19416,"Single","Yes","Level2","0","3","Yes","Standard","SMS","Yes","No","36-50","medium",1,2,1,2,1,2,3,6,"med","Big family",1
4782,"Mr.","Visa","Orthopedic nurse","male",51,"Rural","Yes",12069,"Single","Yes","Level1","1","2","No","0","Phone","Yes","Yes",">50","low",1,1,1,1,0,0,2,2,"low","Big family",1
4784,"Mrs.","AMEX","Textile winding twisting and drawing out machine operator","female",44,"Rural","Yes",11631,"Single","Yes","Level2","0","3","Yes","Standard","Phone","Yes","Yes","36-50","low",1,1,1,2,1,2,3,5,"med","Big family",1
4787,"Mr.","AMEX","Ambulance driver","male",18,"Urban","Yes",15028,"Bundle","No","0","No HI","No HI","No","0","SMS","Yes","No","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
4788,"Ms.","Visa","Messenger","female",48,"Urban","Yes",30854,"Single","Yes","Level3","1","3","Yes","Standard","Phone","Yes","No","36-50","medium",1,2,1,3,1,2,3,7,"high","Big family",3
4789,"Mrs.","Visa","Arc cutter","female",51,"Urban","Yes",31619,"Single","Yes","Level2","1","2","Yes","Premium","Email","Yes","Yes",">50","medium",1,2,1,2,1,3,3,7,"high","Big family",3
4790,"Mrs.","Visa","Technical communications specialist","female",21,"Rural","Yes",26151,"Bundle","No","0","No HI","No HI","Yes","Premium","Email","Yes","Yes","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
4792,"Ms.","Visa",NA,"female",20,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","Email","Yes","No","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
4793,"Ms.","AMEX","Snowmobile mechanic","female",18,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Business","SMS","Yes","No","<=35","0",0,0,0,0,1,3,1,3,"low","No Health Insurance",2
4794,"Ms.","AMEX",NA,"female",48,"Rural","Yes",15234,"Single","Yes","Level2","0","2","Yes","Standard","Phone","Yes","No","36-50","medium",1,2,1,2,1,2,3,6,"med","nuclear family",1
4795,"Mr.","Visa","Geologist","male",45,"Urban","Yes",11648,"Single","Yes","Level2","1","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
4796,"Ms.","AMEX",NA,"female",49,"Rural","Yes",38256,"Single","Yes","Level2","1","2","Yes","Business","Email","Yes","No","36-50","high",1,3,1,2,1,3,3,8,"high","Big family",3
4797,"Mr.","No Card","Aircraft electronic systems specialist","male",19,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","No","0","SMS","No","No","<=35","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",2
4798,"Ms.","AMEX",NA,"female",48,"Urban","Yes",35598,"Single","Yes","Level3","1","3","Yes","Standard","Email","Yes","No","36-50","high",1,3,1,3,1,2,3,8,"high","Big family",3
4799,"Mr.","Visa","Electrophysiologist","male",21,"Rural","Yes",27195,"Bundle","No","0","No HI","No HI","Yes","Backpacker","Email","Yes","No","<=35","medium",1,2,0,0,1,1,2,3,"low","No Health Insurance",2
4801,"Ms.","Visa",NA,"female",49,"Rural","Yes",17825,"Single","Yes","Level1","0","2","No","0","Phone","Yes","No","36-50","medium",1,2,1,1,0,0,2,3,"low","nuclear family",1
4802,"Mrs.","AMEX","Wellhead pumper","female",65,"Urban","Yes",31956,"Bundle","No","0","No HI","No HI","No","0","Phone","Yes","Yes",">50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",3
4803,"Ms.","No Card",NA,"female",44,"Urban","Yes",36748,"Single","Yes","Level2","1","2","Yes","Standard","Email","No","No","36-50","high",1,3,1,2,1,2,3,7,"high","Big family",3
4804,"Mr.","AMEX",NA,"male",19,"Urban","No",NA,"No MotorInsurance","Yes","Level1","0","0","Yes","Standard","Phone","Yes","No","<=35","0",0,0,1,1,1,2,2,3,"low","single",2
4805,"Mr.","No Card","Postmaster","male",50,"Urban","No",NA,"No MotorInsurance","Yes","Level1","1","2","Yes","Premium","Email","No","Yes","36-50","0",0,0,1,1,1,3,2,4,"med","Big family",1
4806,"Mr.","AMEX",NA,"male",20,"Urban","Yes",26703,"Bundle","Yes","Level1","0","0","No","0","Email","Yes","No","<=35","medium",1,2,1,1,0,0,2,3,"low","single",2
4807,"Ms.","AMEX","Print binding and finishing worker","female",18,"Urban","Yes",29045,"Bundle","Yes","Level1","1","0","Yes","Backpacker","Email","Yes","No","<=35","medium",1,2,1,1,1,1,3,4,"med","nuclear family",2
4809,"Dr.","Visa",NA,"male",67,"Rural","Yes",30548,"Bundle","Yes","Level2","1","0","Yes","Premium","Phone","Yes","No",">50","medium",1,2,1,2,1,3,3,7,"high","nuclear family",3
4810,"Mrs.","AMEX",NA,"female",63,"Rural","Yes",25065,"Bundle","Yes","Level3","1","0","Yes","Standard","Phone","Yes","Yes",">50","medium",1,2,1,3,1,2,3,7,"high","nuclear family",3
4814,"Mr.","No Card",NA,"male",45,"Urban","Yes",33476,"Single","Yes","Level2","1","3","Yes","Business","Email","No","Yes","36-50","high",1,3,1,2,1,3,3,8,"high","Big family",3
4815,"Mr.","Visa",NA,"male",51,"Urban","Yes",37170,"Single","Yes","Level3","1","3","No","0","Phone","Yes","Yes",">50","high",1,3,1,3,0,0,2,6,"med","Big family",3
4816,"Mr.","Visa","Computer support specialist","male",20,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","No","0","Email","Yes","No","<=35","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",2
4817,"Ms.","AMEX","Seismologist","female",19,"Urban","Yes",25053,"Bundle","Yes","Level2","0","0","No","0","SMS","Yes","No","<=35","medium",1,2,1,2,0,0,2,4,"med","single",2
4818,"Mr.","AMEX",NA,"male",20,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","0",0,0,0,0,1,1,1,1,"low","No Health Insurance",2
4819,"Ms.","AMEX",NA,"female",48,"Rural","Yes",12740,"Single","No","0","No HI","No HI","No","0","Phone","Yes","No","36-50","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",1
4820,"Mrs.","Visa","Condominium association manager","female",50,"Rural","Yes",12129,"Single","Yes","Level2","2","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
4821,"Mr.","Visa","Heavy vehicle and mobile equipment service technician","male",19,"Urban","Yes",4975,"Bundle","No","0","No HI","No HI","No","0","SMS","Yes","No","<=35","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",2
4823,"Mrs.","No Card","Heavy vehicle and mobile equipment service technician","female",22,"Rural","Yes",4975,"Bundle","Yes","Level1","1","0","No","0","SMS","No","Yes","<=35","low",1,1,1,1,0,0,2,2,"low","nuclear family",2
4824,"Ms.","No Card","Carpet floor and tile installer","female",68,"Urban","Yes",29386,"Single","No","0","No HI","No HI","No","0","Phone","No","No",">50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",3
4825,"Mr.","Visa",NA,"male",44,"Urban","Yes",35451,"Single","Yes","Level2","1","2","Yes","Premium","Email","Yes","Yes","36-50","high",1,3,1,2,1,3,3,8,"high","Big family",3
4826,"Mr.","Visa",NA,"male",18,"Urban","Yes",5367,"Bundle","No","0","No HI","No HI","Yes","Premium","Phone","Yes","No","<=35","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",2
4828,"Mr.","Visa","Machine setter","male",46,"Urban","Yes",30082,"Single","Yes","Level2","1","2","No","0","Email","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",3
4829,"Ms.","AMEX",NA,"female",48,"Rural","No",NA,"No MotorInsurance","Yes","Level3","0","2","Yes","Business","Phone","Yes","No","36-50","0",0,0,1,3,1,3,2,6,"med","nuclear family",1
4830,"Ms.","No Card","Microeconomist","female",46,"Rural","Yes",15937,"Single","Yes","Level1","1","2","No","0","Phone","No","No","36-50","medium",1,2,1,1,0,0,2,3,"low","Big family",1
4831,"Dr.","AMEX",NA,"female",48,"Urban","Yes",30100,"Bundle","No","0","No HI","No HI","Yes","Backpacker","Email","Yes","No","36-50","medium",1,2,0,0,1,1,2,3,"low","No Health Insurance",3
4832,"Mr.","Visa","Gas compressor and gas pumping station operator","male",45,"Rural","No",NA,"No MotorInsurance","Yes","Level2","0","2","No","0","Email","Yes","Yes","36-50","0",0,0,1,2,0,0,1,2,"low","nuclear family",1
4833,"Ms.","AMEX","Preschool teacher","female",51,"Rural","Yes",21904,"Single","No","0","No HI","No HI","No","0","Phone","Yes","No",">50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",3
4834,"Mr.","Visa",NA,"male",18,"Rural","Yes",23337,"Bundle","Yes","Level2","0","0","No","0","Email","Yes","No","<=35","medium",1,2,1,2,0,0,2,4,"med","single",2
4835,"Mr.","Visa","Department head","male",65,"Urban","Yes",31603,"Single","Yes","Level2","0","1","Yes","Standard","Phone","Yes","Yes",">50","medium",1,2,1,2,1,2,3,6,"med","nuclear family",3
4836,"Ms.","Visa",NA,"female",24,"Urban","Yes",27796,"Bundle","No","0","No HI","No HI","Yes","Premium","Email","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
4838,"Mrs.","Visa",NA,"female",52,"Rural","Yes",17120,"Single","Yes","Level2","0","2","No","0","Phone","Yes","Yes",">50","medium",1,2,1,2,0,0,2,4,"med","nuclear family",1
4839,"Ms.","Visa","Employee placement specialist","female",53,"Rural","Yes",14656,"Single","No","0","No HI","No HI","Yes","Premium","Email","Yes","No",">50","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",1
4840,"Ms.","Visa","Elementary school teacher","female",54,"Rural","Yes",37886,"Single","No","0","No HI","No HI","Yes","Business","Email","Yes","No",">50","high",1,3,0,0,1,3,2,6,"med","No Health Insurance",3
4842,"Ms.","No Card","Hand packer","female",53,"Rural","Yes",11841,"Single","Yes","Level2","2","2","Yes","Premium","Phone","No","No",">50","low",1,1,1,2,1,3,3,6,"med","Big family",1
4843,"Mr.","AMEX","Student affairs administrator","male",18,"Urban","Yes",28223,"Bundle","No","0","No HI","No HI","Yes","Business","Email","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
4844,"Mr.","Visa","Diesel train engineer","male",20,"Urban","Yes",5025,"Bundle","No","0","No HI","No HI","Yes","Premium","Email","Yes","No","<=35","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",2
4845,"Mr.","Visa","Game warden","male",19,"Urban","Yes",27815,"Bundle","Yes","Level1","0","0","No","0","Phone","Yes","No","<=35","medium",1,2,1,1,0,0,2,3,"low","single",2
4846,"Mr.","Visa",NA,"male",48,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Standard","SMS","Yes","No","36-50","0",0,0,0,0,1,2,1,2,"low","No Health Insurance",1
4847,"Mr.","AMEX","Railroad signal operator","male",46,"Urban","Yes",28147,"Single","No","0","No HI","No HI","Yes","Business","SMS","Yes","No","36-50","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",3
4848,"Mr.","AMEX",NA,"male",69,"Rural","Yes",22986,"Single","No","0","No HI","No HI","Yes","Senior","Phone","Yes","No",">50","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",3
4849,"Mr.","Visa","Physical therapist aide","male",51,"Urban","Yes",33954,"Bundle","No","0","No HI","No HI","No","0","Email","Yes","No",">50","high",1,3,0,0,0,0,1,3,"low","No Health Insurance",3
4850,"Ms.","Visa",NA,"female",47,"Urban","Yes",32559,"Single","Yes","Level2","2","2","No","0","Email","Yes","No","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
4852,"Ms.","Visa","Behavioral disorder counselor","female",18,"Urban","Yes",4975,"Single","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
4853,"Ms.","AMEX",NA,"female",18,"Urban","Yes",22492,"Bundle","Yes","Level1","0","0","Yes","Business","SMS","Yes","No","<=35","medium",1,2,1,1,1,3,3,6,"med","single",2
4854,"Ms.","No Card","Land agent","female",19,"Urban","Yes",5189,"Bundle","No","0","No HI","No HI","Yes","Business","SMS","No","No","<=35","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",2
4855,"Mrs.","No Card","Human services manager","female",18,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Premium","SMS","No","Yes","<=35","0",0,0,0,0,1,3,1,3,"low","No Health Insurance",2
4856,"Mr.","AMEX","Transmission rebuilder","male",21,"Urban","Yes",5085,"Bundle","No","0","No HI","No HI","No","0","Phone","Yes","No","<=35","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",2
4858,"Mr.","AMEX",NA,"male",54,"Rural","Yes",13224,"Single","Yes","Level3","2","2","No","0","Phone","Yes","Yes",">50","low",1,1,1,3,0,0,2,4,"med","Big family",1
4859,"Mr.","Visa",NA,"male",54,"Rural","No",NA,"No MotorInsurance","Yes","Level1","0","3","No","0","Phone","Yes","Yes",">50","0",0,0,1,1,0,0,1,1,"low","Big family",1
4860,"Ms.","Visa","Maintenance electrician","female",52,"Urban","Yes",14899,"Single","Yes","Level2","1","3","No","0","Phone","Yes","No",">50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
4861,"Ms.","No Card","Manager","female",68,"Rural","Yes",29953,"Single","Yes","Level2","1","0","Yes","Senior","Phone","No","No",">50","medium",1,2,1,2,1,2,3,6,"med","nuclear family",3
